slug,companyURL,companyMembersURL,companyNameNAICS,LinkedIn Company Name,employeesCount,LinkedIn Company IDs
the-heico-companies-llc,https://www.linkedin.com/company/the-heico-companies-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22986234%22%2C%229025360%22%2C%22142961%22%2C%2229104747%22%2C%22297344%22%2C%22144266%22%2C%229272263%22%2C%22253085%22%2C%221982080%22%2C%228838419%22%2C%2240654280%22%2C%225189840%22%2C%22567107%22%2C%225872356%22%2C%22731245%22%2C%22131245%22%2C%2219065928%22%2C%2225092770%22%2C%227670405%22%2C%22981329%22%2C%224011719%22%2C%221965779%22%2C%226943824%22%2C%2216226019%22%2C%227116461%22%2C%228085785%22%2C%22107906%22%2C%221505209%22%2C%223202238%22%2C%221197139%22%2C%222228410%22%2C%2243307%22%2C%2215500194%22%2C%224592324%22%2C%222711113%22%2C%221311052%22%2C%227564884%22%2C%2211205871%22%2C%221692085%22%2C%225984656%22%2C%22818206%22%2C%222214694%22%2C%2236894381%22%2C%225021692%22%2C%22940648%22%2C%2211448457%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HIPOKRATIZ LLC,The Heico Companies LLC,3560,986234|9025360|142961|29104747|297344|144266|9272263|253085|1982080|8838419|40654280|5189840|567107|5872356|731245|131245|19065928|25092770|7670405|981329|4011719|1965779|6943824|16226019|7116461|8085785|107906|1505209|3202238|1197139|2228410|43307|15500194|4592324|2711113|1311052|7564884|11205871|1692085|5984656|818206|2214694|36894381|5021692|940648|11448457
hippo-insurance,https://www.linkedin.com/company/hippo-insurance,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210604033%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HIPPO EMPLOYEE SERVICES INC DBA HIPPO INSURANCE,Hippo Insurance,587,10604033
hirect-us,https://www.linkedin.com/company/hirect-us,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2279926766%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HIRECT ONE INC DBA HIRECT,Hirect App,75,79926766
hirsch-bedner-associates,https://www.linkedin.com/company/hirsch-bedner-associates,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2234066%22%2C%226651984%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HIRSCH BEDNER & ASSOCIATES,HBA/Hirsch Bedner Associates,1272,34066|6651984
hisense-usa,https://www.linkedin.com/company/hisense-usa,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222169549%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HISENSE USA CORPORATION,Hisense USA,202,2169549
hitachi-america-ltd,https://www.linkedin.com/company/hitachi-america-ltd,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2280497888%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HITACHI AMERICA LTD,Hitachi America Ltd.,65,80497888
hitachi-astemo,https://www.linkedin.com/company/hitachi-astemo,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2269234316%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HITACHI ASTEMO AMERICAS INC,Hitachi Astemo,4767,69234316
hitachi-rail,https://in.linkedin.com/company/hitachi-rail,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2235647382%22%2C%2226239%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HITACHI RAIL STS USA INC,Hitachi Rail,7131,35647382|26239
hitachi-solutions-america,https://www.linkedin.com/company/hitachi-solutions-america,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222599129%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HITACHI SOLUTIONS AMERICA LTD,Hitachi Solutions America,813,2599129
hitachi-vantara,https://www.linkedin.com/company/hitachi-vantara,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211257500%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HITACHI VANTARA LLC,Hitachi Vantara,12338,11257500
hitechinfogroup,https://www.linkedin.com/company/hitechinfogroup,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2252125044%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HITECH INFO GROUP LLC,HiTech Info Group,7,52125044
hks,https://www.linkedin.com/company/hks,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2213376%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HKS INC,"HKS, Inc.",2190,13376
hmhealthsolutions,https://www.linkedin.com/company/hmhealthsolutions,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210651882%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HM HEALTH SOLUTIONS INC,HM Health Solutions,635,10651882
hmh-hospitals-corporation,https://www.linkedin.com/company/hmh-hospitals-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2263258863%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HMH HOSPITALS CORPORATION,HMH HOSPITALS CORPORATION,8,63258863
hms_2,https://in.linkedin.com/company/hms_2,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22370356%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HMS A GAINWELL TECHNOLOGIES COMPAN,HMS,2492,370356
hni-corporation,https://www.linkedin.com/company/hni-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2226108%22%2C%223844931%22%2C%2211812140%22%2C%2210180986%22%2C%222258245%22%2C%2220327%22%2C%2253316%22%2C%2222364%22%2C%221015717%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HNI CORPORATION,HNI Corporation,3318,26108|3844931|11812140|10180986|2258245|20327|53316|22364|1015717
holland-&-knight-llp,https://www.linkedin.com/company/holland-&-knight-llp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226925%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOLLAND & KNIGHT LLP,Holland & Knight LLP,3606,6925
hologic,https://www.linkedin.com/company/hologic,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211390%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOLOGIC INC,"Hologic, Inc.",6921,11390
holtec-international,https://www.linkedin.com/company/holtec-international,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221151762%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOLTEC INTERNATIONAL,Holtec International,757,1151762
holyname,https://www.linkedin.com/company/holyname,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2238897%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOLY NAME MEDICAL CENTER,Holy Name Medical Center,1928,38897
the-home-depot,https://www.linkedin.com/company/the-home-depot,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221534%22%2C%22164209%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOME DEPOT U S A INC,The Home Depot,136088,1534|164209
home-studios,https://www.linkedin.com/company/home-studios,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210105831%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOME HASLEGRAVE INC DBA HOME STUDIOS,Home Studios,57,10105831
homecare-software-solutions-llc,https://www.linkedin.com/company/homecare-software-solutions-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2261456975%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOMECARE SOFTWARE SOLUTIONS LLC,"Homecare Software Solutions, LLC",6,61456975
homelight,https://www.linkedin.com/company/homelight,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222367048%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOMELIGHT INC,HomeLight,633,2367048
homesite-insurance,https://www.linkedin.com/company/homesite-insurance,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2225194%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOMESITE GROUP INC,Homesite Insurance,1410,25194
honda-of-america-mfg.-inc.,https://www.linkedin.com/company/honda-of-america-mfg.-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22217740%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HONDA DEVELOPMENT & MFG OF AMERICA,"Honda of America Mfg., Inc.",7883,217740
honda-research-institute-usa-inc.,https://www.linkedin.com/company/honda-research-institute-usa-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221367600%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HONDA RESEARCH INSTITUTE USA INC,"Honda Research Institute USA, Inc.",159,1367600
honeycomb-asset-management,https://www.linkedin.com/company/honeycomb-asset-management,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226639627%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HONEYCOMB ASSET MANAGEMENT LP,Honeycomb Asset Management,13,6639627
honeycombdata,https://www.linkedin.com/company/honeycombdata,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2219098738%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HONEYCOMBDATA INC,HoneycombData,10,19098738
honorvettech,https://www.linkedin.com/company/honorvettech,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210865973%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HONORED TECHNOLOGIES INC,HonorVet Technologies,150,10865973
honour-lane-shipping-ltd,https://www.linkedin.com/company/honour-lane-shipping-ltd,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222848191%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HONOUR LANE LOGISTICS USA INC,HONOUR LANE SHIPPING LTD,127,2848191
hord-coplan-macht,https://www.linkedin.com/company/hord-coplan-macht,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2263379%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HORD COPLAN MACHT INC,Hord Coplan Macht,327,63379
horizon-global,https://www.linkedin.com/company/horizon-global,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210070969%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HORIZON GLOBAL AMERICAS INC,Horizon Global,682,10070969
horizon-international-trd--inc-,https://www.linkedin.com/company/horizon-international-trd--inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22691093%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HORIZON INTERNATIONAL TRD INC,Horizon International Tech Inc.,38,691093
horizonrobotics,https://www.linkedin.com/company/horizonrobotics,https://www.linkedin.com/search/results/people/?currentCompany=%5B%227973570%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HORIZON ROBOTICS INC,Horizon Robotics,416,7973570
horizontherapeutics,https://www.linkedin.com/company/horizontherapeutics,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221325050%22%2C%2211506914%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HORIZON THERAPEUTICS USA INC,Horizon,2748,1325050|11506914
hormel-foods,https://www.linkedin.com/company/hormel-foods,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211618%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HORMEL FOODS CORPORATE SERVICES LLC,Hormel Foods,3703,11618
hornblower-group,https://www.linkedin.com/company/hornblower-group,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2234674669%22%2C%2210937780%22%2C%22510683%22%2C%221623306%22%2C%228765290%22%2C%222286449%22%2C%2227242548%22%2C%2218816030%22%2C%22256887%22%2C%2233005%22%2C%2210553029%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HORNBLOWER GROUP INC,Hornblower Group,2115,34674669|10937780|510683|1623306|8765290|2286449|27242548|18816030|256887|33005|10553029
hospital-for-special-surgery,https://www.linkedin.com/company/hospital-for-special-surgery,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2216907%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOSPITAL FOR SPECIAL SURGERY,Hospital for Special Surgery,14106,16907
societyhospmed,https://www.linkedin.com/company/societyhospmed,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2278091%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOSPITAL MEDICINE ASSO LLC,Society of Hospital Medicine,169,78091
hospital-physician-partners,https://www.linkedin.com/company/hospital-physician-partners,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22293995%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOSPITAL PHYSICIAN SERVICES SOUTHEAST PROFESSIONAL CORPORATION,Hospital Physician Partners,1456,293995
upmc-center-for-community-hospitalist-medicine,https://www.linkedin.com/company/upmc-center-for-community-hospitalist-medicine,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2269515168%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOSPITALIST MEDICINE PHYSICIANS OF,UPMC Center for Community Hospitalist Medicine,1,69515168
concord-medical-group,https://www.linkedin.com/company/concord-medical-group,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22922750%22%2C%2279461462%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOSPITALIST MEDICINE PHYSICIANS OF TEXAS PLLC,Concord Medical Group,173,922750|79461462
hot-topic,https://www.linkedin.com/company/hot-topic,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210340%22%2C%2236749%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOT TOPIC INC,Hot Topic,9947,10340|36749
hotta-liesenberg-saito-llp,https://www.linkedin.com/company/hotta-liesenberg-saito-llp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22986762%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOTTA LIESENBERG SAITO LLP,HLS Global,115,986762
hotwireglobaljobs,https://www.linkedin.com/company/hotwireglobal/jobs,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22320860%22%2C%2274770252%22%2C%2220670%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOTWIRE INC,Hotwire: Jobs,366,320860|74770252|20670
houlihan-lokey,https://www.linkedin.com/company/houlihan-lokey,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22164223%22%2C%2243024%22%2C%22918512%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOULIHAN LOKEY INC,Houlihan Lokey,3446,164223|43024|918512
houston-healthcare,https://www.linkedin.com/company/houston-healthcare,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222833068%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOUSTON CO HEALTHCARE AUTHORITY D/,Houston Healthcare,716,2833068
houston-isd,https://www.linkedin.com/company/houston-isd,https://www.linkedin.com/search/results/people/?currentCompany=%5B%228064%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOUSTON INDEPENDENT SCHOOL DISTRIC,Houston ISD,15755,8064
houzz,https://www.linkedin.com/company/houzz,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221355951%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOUZZ INC,Houzz,1660,1355951
hover-inc-,https://www.linkedin.com/company/hover-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222546790%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOVER INC,HOVER Inc.,398,2546790
howard-hughes-medical-institute,https://www.linkedin.com/company/howard-hughes-medical-institute,https://www.linkedin.com/search/results/people/?currentCompany=%5B%229780%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOWARD HUGHES MEDICAL INSTITUTE,Howard Hughes Medical Institute,1537,9780
howard-university-hospital,https://www.linkedin.com/company/howard-university-hospital,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2221744%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOWARD UNIVERSITY,Howard University Hospital,1251,21744
howeler-&-yoon-architecture-l,https://www.linkedin.com/company/howeler-&-yoon-architecture-l,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215490951%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOWELER YOON ARCHITECTURE LLP,"Höweler+Yoon Architecture, LLP",25,15490951
howell-belanger-castelli-architects,https://www.linkedin.com/company/howell-belanger-castelli-architects,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22284829%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HOWELL BELANGER CASTELLI ARCHITECT,HBC Architects,22,284829
hp,https://www.linkedin.com/company/hp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%225390798%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HP INC,HP,133769,5390798
hp-infosystem-llc,https://www.linkedin.com/company/hp-infosystem-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221113846%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HP INFOSYSTEM LLC,"HP Infosystem, LLC",36,1113846
hparchs,https://www.linkedin.com/company/hparchs,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218524920%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HPA INC,"HPA, Inc.",30,18524920
hr-pundits-inc---sap-hr-hcm-training-and-projects,https://www.linkedin.com/company/hr-pundits-inc---sap-hr-hcm-training-and-projects,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221495991%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HR PUNDITS INC,HR Pundits Inc,40,1495991
h&r-block,https://www.linkedin.com/company/h&r-block,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223671%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HRB PROFESSIONAL RESOURCES LLC,H&R Block,16161,3671
hrk-solutions-llc,https://www.linkedin.com/company/hrk-solutions-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2289567401%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HRK SOLUTIONS LLC,HRK Solutions LLC,12,89567401
hrmc,https://www.linkedin.com/company/hrmc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2242384%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HRMC LLC,"HRMC - Human Resource Management Center, …",149,42384
hrsoft-talent-management-software,https://www.linkedin.com/company/hrsoft-talent-management-software,https://www.linkedin.com/search/results/people/?currentCompany=%5B%228554%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HRSOFT USA INC,HRSoft,131,8554
hs-solutions-inc,https://www.linkedin.com/company/hs-solutions-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222725281%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HS SOLUTIONS INC,HS Solutions Inc,40,2725281
hsa-&-associates-inc.,https://www.linkedin.com/company/hsa-&-associates-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210679741%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HSA AND ASSOCIATES INC,"HSA & Associates, Inc.",66,10679741
hsbc,https://www.linkedin.com/company/hsbc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221241%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HSBC BANK USA NA,HSBC,166931,1241
hsc-healthcare-system,https://in.linkedin.com/company/hsc-healthcare-system,https://www.linkedin.com/search/results/people/?currentCompany=%5B%225076027%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HSC ACQUISITION LLC DBA HEALTHSTAR,The HSC Health Care System,118,5076027
hsm-of-america,https://www.linkedin.com/company/hsm-of-america/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22133990%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HSM ENTERPRISES INC DBA UTILITY REFRIGERATOR,HSM of America,22,133990
hsn,https://www.linkedin.com/company/hsn,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22164234%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HSN INC,HSN,3589,164234
hso,https://in.linkedin.com/company/hso,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22164235%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HSO ENTERPRISE SOLUTIONS LLC,HSO,2150,164235
hsquare-it-solutions,https://www.linkedin.com/company/hsquare-it-solutions,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2233052072%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,HSQUARE IT SOLUTIONS INC,HSquare IT Solutions Inc,7,33052072
